frame,elapsed_s,x,y,frame_ms,cpu_ms,draw_ms,finish_ms,present_ms,terrain_ms,complete_radius_m,pending_packages
180,0.142116,2.000,-11.290,0.903500,0.860500,0.145900,0.000000,0.689500,0.000100,192.000,0
181,0.142872,2.000,-11.286,0.755900,0.716800,0.143300,0.000000,0.546800,0.000000,192.000,0
182,0.143639,2.000,-11.282,0.766400,0.726800,0.123600,0.000000,0.573000,0.000000,192.000,0
183,0.144410,2.000,-11.278,0.771600,0.726400,0.158000,0.000000,0.543200,0.000000,192.000,0
184,0.145266,2.000,-11.274,0.855800,0.830200,0.108500,0.000000,0.705800,0.000100,192.000,0
185,0.145929,2.000,-11.270,0.662700,0.639000,0.095400,0.000000,0.528800,0.000100,192.000,0
186,0.146657,2.000,-11.267,0.728500,0.696300,0.143900,0.000000,0.527900,0.000000,192.000,0
187,0.147326,2.000,-11.263,0.668300,0.632300,0.147300,0.000000,0.460200,0.000000,192.000,0
188,0.148004,2.000,-11.260,0.677900,0.642000,0.145700,0.000000,0.471800,0.000000,192.000,0
189,0.148704,2.000,-11.256,0.700600,0.664200,0.147400,0.000000,0.492100,0.000000,192.000,0
190,0.149378,2.000,-11.253,0.673700,0.635100,0.144300,0.000000,0.465600,0.000000,192.000,0
191,0.150087,2.000,-11.250,0.709000,0.653300,0.146500,0.000000,0.482200,0.000100,192.000,0
192,0.150777,2.000,-11.246,0.690300,0.654200,0.146700,0.000000,0.482900,0.000000,192.000,0
193,0.151534,2.000,-11.243,0.757100,0.716200,0.143900,0.000000,0.547000,0.000000,192.000,0
194,0.152262,2.000,-11.239,0.727700,0.689200,0.159100,0.000000,0.504600,0.000000,192.000,0
195,0.153219,2.000,-11.235,0.957200,0.917300,0.147600,0.000000,0.744700,0.000100,192.000,0
196,0.154277,2.000,-11.230,1.057800,1.024100,0.108100,0.000000,0.900000,0.000000,192.000,0
197,0.155035,2.000,-11.225,0.757700,0.717300,0.158400,0.000000,0.533300,0.000000,192.000,0
198,0.155974,2.000,-11.221,0.939600,0.901000,0.141400,0.000000,0.734800,0.000000,192.000,0
199,0.156690,2.000,-11.217,0.715500,0.684400,0.137000,0.000000,0.531400,0.000000,192.000,0
200,0.157415,2.000,-11.213,0.725600,0.676400,0.171800,0.000000,0.477500,0.000100,192.000,0
201,0.158228,2.000,-11.209,0.813100,0.776400,0.158900,0.000000,0.591800,0.000000,192.000,0
202,0.159280,2.000,-11.205,1.051900,1.024100,0.102700,0.000000,0.906100,0.000000,192.000,0
203,0.159991,2.000,-11.200,0.710700,0.675500,0.145400,0.000000,0.505200,0.000000,192.000,0
204,0.160733,2.000,-11.196,0.741600,0.702300,0.145700,0.000000,0.532000,0.000000,192.000,0
205,0.161448,2.000,-11.193,0.715800,0.659600,0.146000,0.000000,0.488700,0.000000,192.000,0
206,0.162135,2.000,-11.189,0.687000,0.651000,0.146400,0.000000,0.479800,0.000000,192.000,0
207,0.162826,2.000,-11.186,0.691000,0.655200,0.145100,0.000000,0.485600,0.000000,192.000,0
208,0.163500,2.000,-11.182,0.673600,0.636500,0.145500,0.000000,0.466200,0.000000,192.000,0
209,0.164171,2.000,-11.179,0.670500,0.634800,0.146500,0.000000,0.463800,0.000100,192.000,0
210,0.164868,2.000,-11.176,0.697200,0.662100,0.144800,0.000000,0.492700,0.000000,192.000,0
211,0.165588,2.000,-11.172,0.720100,0.684600,0.144500,0.000000,0.515300,0.000000,192.000,0
212,0.166289,2.000,-11.169,0.700800,0.665500,0.144800,0.000000,0.496100,0.000000,192.000,0
213,0.166986,2.000,-11.165,0.697000,0.661900,0.145100,0.000000,0.492300,0.000000,192.000,0
214,0.167676,2.000,-11.162,0.690200,0.654800,0.144500,0.000000,0.485700,0.000100,192.000,0
215,0.168365,2.000,-11.158,0.689500,0.653900,0.145300,0.000000,0.484000,0.000100,192.000,0
216,0.169058,2.000,-11.155,0.692700,0.657100,0.144300,0.000000,0.488200,0.000000,192.000,0
217,0.169938,2.000,-11.151,0.879500,0.839600,0.144000,0.000000,0.670600,0.000000,192.000,0
218,0.170867,2.000,-11.147,0.929000,0.886000,0.160200,0.000000,0.699900,0.000000,192.000,0
219,0.171657,2.000,-11.142,0.790400,0.731200,0.159800,0.000000,0.545500,0.000000,192.000,0
220,0.172357,2.000,-11.138,0.699800,0.661700,0.149800,0.000000,0.487100,0.000000,192.000,0
221,0.173057,2.000,-11.135,0.700300,0.663500,0.147700,0.000000,0.490900,0.000100,192.000,0
222,0.173725,2.000,-11.131,0.667500,0.631600,0.147000,0.000000,0.460000,0.000000,192.000,0
223,0.174469,2.000,-11.128,0.744200,0.704800,0.145600,0.000000,0.534800,0.000000,192.000,0
224,0.175201,2.000,-11.124,0.731800,0.678100,0.172100,0.000000,0.476000,0.000000,192.000,0
225,0.175875,2.000,-11.120,0.674400,0.633600,0.156700,0.000000,0.451500,0.000100,192.000,0
226,0.176583,2.000,-11.117,0.707900,0.667100,0.149500,0.000000,0.492600,0.000000,192.000,0
227,0.177315,2.000,-11.114,0.731700,0.693000,0.160100,0.000000,0.506900,0.000000,192.000,0
228,0.178005,2.000,-11.110,0.690000,0.652300,0.147500,0.000000,0.480400,0.000100,192.000,0
229,0.178699,2.000,-11.106,0.694800,0.658700,0.146800,0.000000,0.487300,0.000000,192.000,0
230,0.179389,2.000,-11.103,0.689900,0.653600,0.145300,0.000000,0.483700,0.000000,192.000,0
231,0.180100,2.000,-11.100,0.710900,0.675200,0.144900,0.000000,0.505700,0.000000,192.000,0
232,0.180765,2.000,-11.096,0.665300,0.629700,0.145200,0.000000,0.460000,0.000000,192.000,0
233,0.181466,2.000,-11.093,0.700700,0.646500,0.146200,0.000000,0.475800,0.000000,192.000,0
234,0.182147,2.000,-11.089,0.680700,0.643900,0.147000,0.000000,0.472000,0.000000,192.000,0
235,0.182837,2.000,-11.086,0.689700,0.652900,0.146900,0.000000,0.481100,0.000000,192.000,0
236,0.183529,2.000,-11.082,0.692300,0.654900,0.144900,0.000000,0.485400,0.000100,192.000,0
237,0.184211,2.000,-11.079,0.682300,0.647000,0.144900,0.000000,0.477400,0.000000,192.000,0
238,0.184895,2.000,-11.075,0.683500,0.648000,0.145800,0.000000,0.477500,0.000000,192.000,0
239,0.185568,2.000,-11.072,0.673800,0.638400,0.145300,0.000000,0.468700,0.000000,192.000,0
240,0.186616,2.000,-11.069,1.047600,0.998700,0.145600,0.000000,0.828200,0.000000,192.000,0
241,0.187525,2.000,-11.063,0.909100,0.826700,0.243900,0.000000,0.541400,0.000100,192.000,0
242,0.188276,2.000,-11.059,0.751100,0.710500,0.165000,0.000000,0.519700,0.000000,192.000,0
243,0.188966,2.000,-11.055,0.689800,0.651600,0.150600,0.000000,0.476300,0.000000,192.000,0
244,0.189671,2.000,-11.052,0.705100,0.668500,0.146100,0.000000,0.497500,0.000000,192.000,0
245,0.190371,2.000,-11.048,0.699500,0.663900,0.146200,0.000000,0.492900,0.000000,192.000,0
246,0.191091,2.000,-11.045,0.720400,0.680400,0.144900,0.000000,0.510800,0.000100,192.000,0
247,0.191846,2.000,-11.041,0.754600,0.684200,0.172200,0.000000,0.483200,0.000000,192.000,0
248,0.192503,2.000,-11.037,0.657700,0.614800,0.158400,0.000000,0.431300,0.000100,192.000,0
249,0.193190,2.000,-11.034,0.686600,0.647200,0.157400,0.000000,0.464500,0.000100,192.000,0
250,0.193878,2.000,-11.030,0.687900,0.644500,0.150600,0.000000,0.468100,0.000000,192.000,0
251,0.194620,2.000,-11.027,0.742000,0.704000,0.158400,0.000000,0.519800,0.000000,192.000,0
252,0.195388,2.000,-11.023,0.768000,0.728200,0.151700,0.000000,0.551900,0.000000,192.000,0
253,0.196128,2.000,-11.020,0.740400,0.702100,0.158700,0.000000,0.517500,0.000100,192.000,0
254,0.196819,2.000,-11.016,0.690300,0.654300,0.148400,0.000000,0.481200,0.000000,192.000,0
255,0.197513,2.000,-11.012,0.694700,0.656000,0.146900,0.000000,0.484400,0.000000,192.000,0
256,0.198215,2.000,-11.009,0.701600,0.665800,0.145500,0.000000,0.495700,0.000000,192.000,0
257,0.198966,2.000,-11.005,0.750900,0.715500,0.145200,0.000000,0.545700,0.000100,192.000,0
258,0.199652,2.000,-11.002,0.686700,0.651200,0.145000,0.000000,0.481500,0.000000,192.000,0
259,0.200348,2.000,-10.998,0.695500,0.660300,0.144000,0.000000,0.491400,0.000100,192.000,0
260,0.201068,2.000,-10.995,0.720400,0.681100,0.145600,0.000000,0.510600,0.000000,192.000,0
261,0.202103,2.000,-10.991,1.035100,0.976200,0.158300,0.000000,0.791900,0.000000,192.000,0
